ID	Carat Weight	Cut	Color	Clarity	Polish	Symmetry	Report	Price
412	 1.01 	Good	H	SI1	G	G	GIA	5197.00
413	 0.90 	Ideal	I	VS1	VG	EX	GIA	3724.00
414	 1.01 	Very Good	G	SI1	EX	EX	GIA	5231.00
415	 2.02 	Ideal	E	VS2	VG	VG	GIA	29641.00
416	 2.15 	Good	F	SI1	EX	VG	GIA	23911.00
417	 2.01 	Good	E	VS2	VG	VG	GIA	25793.00
418	 1.80 	Very Good	E	SI1	EX	G	GIA	17273.00
419	 1.53 	Ideal	D	VS2	EX	EX	GIA	17223.00
420	 1.02 	Very Good	H	SI1	VG	EX	GIA	4802.00
421	 1.52 	Very Good	G	VS2	G	VG	GIA	12596.00
422	 1.25 	Ideal	E	VS2	VG	EX	GIA	9365.00
423	 0.90 	Very Good	D	VS2	VG	EX	GIA	4981.00
424	 2.01 	Ideal	I	SI1	VG	VG	GIA	15333.00
425	 1.06 	Ideal	D	SI1	VG	VG	GIA	6062.00
426	 0.76 	Ideal	D	VS1	VG	EX	GIA	4229.00
427	 1.01 	Good	F	VS2	G	G	GIA	6081.00
428	 2.47 	Very Good	G	VVS2	VG	EX	GIA	36993.00
429	 1.15 	Ideal	E	VVS1	EX	EX	GIA	12447.00
430	 2.11 	Ideal	G	SI1	EX	EX	GIA	21262.00
431	 1.51 	Ideal	I	SI1	EX	EX	GIA	8504.00
432	 1.08 	Signature-Ideal	H	VS1	ID	ID	AGSL	7397.00
433	 0.90 	Ideal	G	VVS1	EX	VG	GIA	6237.00
434	 2.02 	Very Good	F	SI1	VG	VG	GIA	20548.00
435	 0.90 	Ideal	G	VS1	EX	EX	GIA	4931.00
436	 1.55 	Fair	G	VS2	G	G	GIA	10981.00
437	 1.01 	Very Good	G	VS1	EX	VG	GIA	6561.00
438	 2.39 	Very Good	G	VVS2	VG	G	GIA	34415.00
439	 1.50 	Good	E	VS2	EX	VG	GIA	13061.00
440	 0.75 	Signature-Ideal	H	SI1	ID	ID	AGSL	3011.00
441	 2.27 	Ideal	E	VVS2	EX	EX	GIA	47741.00
442	 1.51 	Very Good	E	SI1	EX	EX	AGSL	12064.00
443	 2.17 	Ideal	H	VVS2	EX	EX	GIA	25707.00
444	 1.71 	Very Good	I	SI1	VG	VG	GIA	10410.00
445	 1.01 	Very Good	H	VS1	VG	VG	GIA	5680.00
446	 1.01 	Good	F	SI1	G	VG	GIA	5008.00
447	 1.51 	Ideal	H	VS2	EX	EX	GIA	11696.00
448	 1.64 	Ideal	I	VS2	VG	VG	GIA	10628.00
449	 1.62 	Signature-Ideal	F	VS1	ID	ID	AGSL	19661.00
450	 0.88 	Ideal	H	VVS1	VG	VG	GIA	4334.00
451	 0.80 	Very Good	E	VS1	EX	VG	GIA	3831.00
452	 1.08 	Ideal	D	SI1	VG	VG	GIA	6078.00
453	 1.01 	Very Good	E	VS2	EX	G	GIA	6491.00
454	 2.01 	Ideal	G	VS1	ID	ID	AGSL	26026.00
455	 0.75 	Very Good	E	VS2	EX	EX	GIA	3365.00
456	 0.91 	Fair	F	SI1	VG	VG	GIA	4036.00
457	 1.00 	Very Good	D	SI1	EX	VG	GIA	5491.00
458	 1.01 	Good	G	VVS2	VG	VG	GIA	7566.00
459	 1.28 	Ideal	G	VS1	G	EX	GIA	9372.00
460	 2.03 	Very Good	F	VS1	VG	VG	GIA	30894.00
461	 1.20 	Very Good	F	VS1	VG	VG	GIA	8983.00
462	 2.25 	Very Good	G	VS1	VG	VG	GIA	33248.00
463	 1.05 	Ideal	H	SI1	EX	VG	GIA	4925.00
464	 0.90 	Ideal	G	VS2	EX	EX	GIA	4748.00
465	 1.25 	Ideal	F	VS2	EX	EX	GIA	9503.00
466	 0.96 	Ideal	G	VS1	EX	EX	GIA	6807.00
467	 1.25 	Ideal	I	VS2	VG	VG	GIA	6562.00
468	 1.05 	Ideal	G	SI1	EX	VG	GIA	5361.00
469	 1.00 	Very Good	F	SI1	VG	VG	GIA	4961.00
470	 1.00 	Good	F	VS2	VG	G	GIA	6284.00
471	 0.83 	Very Good	E	SI1	EX	EX	GIA	3002.00
472	 2.04 	Very Good	I	SI1	VG	G	GIA	15412.00
473	 0.75 	Ideal	H	SI1	VG	VG	GIA	2523.00
474	 1.53 	Signature-Ideal	D	VS1	ID	ID	AGSL	21331.00
475	 1.50 	Very Good	F	SI1	ID	ID	AGSL	11096.00
476	 2.04 	Very Good	D	VS2	EX	VG	GIA	28578.00
477	 1.10 	Very Good	I	SI1	G	G	GIA	4583.00
478	 0.92 	Good	I	SI1	VG	VG	GIA	3122.00
479	 0.90 	Very Good	D	VVS2	VG	EX	GIA	6924.00
480	 1.20 	Signature-Ideal	E	VVS1	EX	EX	GIA	16256.00
481	 0.81 	Ideal	E	VVS1	EX	EX	GIA	5752.00
482	 1.09 	Ideal	F	IF	G	G	GIA	11888.00
483	 1.00 	Very Good	I	SI1	VG	VG	GIA	4095.00
484	 1.50 	Good	G	SI1	EX	VG	GIA	10271.00
485	 1.04 	Signature-Ideal	G	VS1	ID	ID	AGSL	7951.00
486	 1.04 	Ideal	G	VS2	VG	EX	GIA	6955.00
487	 1.01 	Very Good	G	VS2	G	VG	GIA	5696.00
488	 2.13 	Ideal	I	VS1	EX	VG	GIA	19058.00
489	 1.11 	Ideal	D	VS1	VG	EX	GIA	9315.00
490	 2.07 	Ideal	H	VS2	ID	ID	AGSL	20842.00
491	 1.03 	Ideal	G	VS2	EX	EX	GIA	7726.00
492	 1.30 	Ideal	H	VS2	EX	EX	GIA	8196.00
493	 1.13 	Ideal	G	SI1	EX	EX	GIA	6133.00
494	 0.76 	Ideal	E	VS2	VG	EX	GIA	3864.00
495	 1.01 	Very Good	D	SI1	EX	EX	GIA	5622.00
496	 0.83 	Very Good	E	SI1	G	G	AGSL	3295.00
497	 1.04 	Ideal	I	SI1	VG	VG	GIA	4484.00
498	 1.75 	Ideal	G	VS1	VG	VG	GIA	18851.00
499	 1.01 	Good	E	VS2	EX	VG	GIA	6132.00
500	 0.79 	Ideal	I	SI1	EX	VG	GIA	2442.00
501	 0.86 	Ideal	I	VS1	EX	EX	GIA	3122.00
502	 2.56 	Ideal	H	SI1	EX	EX	GIA	24975.00
503	 2.00 	Ideal	G	VS1	G	G	GIA	26049.00
504	 0.77 	Fair	F	VS1	G	G	AGSL	3031.00
505	 0.90 	Very Good	E	SI1	EX	VG	GIA	4239.00
506	 1.02 	Very Good	D	SI1	EX	G	GIA	5291.00
507	 1.22 	Very Good	I	VS2	VG	VG	GIA	5979.00
508	 2.37 	Very Good	H	VS1	VG	VG	GIA	25451.00
509	 0.77 	Very Good	G	VS2	EX	EX	GIA	3124.00
510	 1.00 	Good	H	VS1	VG	VG	GIA	5743.00
511	 1.01 	Very Good	G	VS1	EX	EX	GIA	6936.00
512	 1.03 	Very Good	F	SI1	VG	VG	GIA	5241.00
513	 0.90 	Good	D	SI1	VG	VG	GIA	4579.00
514	 1.16 	Ideal	F	VS1	EX	EX	GIA	9004.00
515	 2.36 	Very Good	D	VS2	G	VG	GIA	30867.00
516	 1.22 	Very Good	G	VS2	G	G	GIA	8377.00
517	 1.01 	Ideal	G	VS2	EX	EX	GIA	6734.00
518	 1.06 	Very Good	E	SI1	VG	VG	GIA	5328.00
519	 2.47 	Ideal	I	VS1	ID	ID	AGSL	24667.00
520	 2.24 	Ideal	I	VS1	EX	EX	GIA	20906.00
521	 1.01 	Good	G	SI1	EX	VG	AGSL	5073.00
522	 1.01 	Fair	G	SI1	VG	G	GIA	4646.00
523	 1.20 	Very Good	E	SI1	G	VG	GIA	6809.00
524	 1.66 	Ideal	G	VVS2	ID	ID	AGSL	16893.00
525	 1.03 	Ideal	I	VS1	ID	ID	AGSL	5181.00
526	 0.94 	Good	H	SI1	VG	G	GIA	3528.00
527	 2.08 	Ideal	H	VS2	EX	EX	GIA	22434.00
528	 0.90 	Good	F	SI1	VG	VG	GIA	3842.00
529	 1.51 	Ideal	I	VS2	EX	VG	AGSL	9090.00
530	 1.50 	Very Good	I	VS2	VG	VG	GIA	9118.00
531	 0.77 	Very Good	G	VS1	VG	G	GIA	2986.00
532	 1.71 	Ideal	D	IF	VG	VG	GIA	39027.00
533	 1.02 	Good	G	IF	EX	G	GIA	8215.00
534	 1.51 	Good	I	VS1	G	VG	GIA	9581.00
535	 0.90 	Fair	E	SI1	EX	EX	GIA	4034.00
536	 1.70 	Very Good	G	VS2	G	G	GIA	15767.00
537	 1.32 	Very Good	H	SI1	VG	VG	GIA	7389.00
538	 0.91 	Very Good	F	SI1	VG	G	GIA	4049.00
539	 1.02 	Ideal	G	VS2	VG	VG	GIA	6845.00
540	 1.00 	Very Good	D	SI1	VG	VG	GIA	5755.00
541	 1.59 	Ideal	D	SI1	EX	VG	GIA	13600.00
542	 2.02 	Good	I	VS1	VG	G	GIA	17470.00
543	 2.01 	Very Good	H	VS1	G	G	GIA	20940.00
544	 2.01 	Very Good	G	SI1	EX	VG	GIA	19347.00
545	 1.22 	Signature-Ideal	G	VS1	EX	EX	GIA	10572.00
546	 2.01 	Good	D	VS1	G	G	GIA	35992.00
547	 1.01 	Very Good	E	IF	VG	VG	GIA	11042.00
548	 0.90 	Ideal	I	VS1	ID	ID	AGSL	4093.00
549	 1.64 	Ideal	F	VS2	ID	ID	AGSL	15458.00
550	 1.01 	Very Good	G	VS2	VG	VG	GIA	5777.00
551	 1.22 	Ideal	H	VVS2	ID	ID	AGSL	8014.00
552	 1.52 	Ideal	H	VS2	ID	ID	AGSL	11896.00
553	 1.58 	Ideal	G	IF	EX	VG	GIA	17329.00
554	 2.53 	Good	H	SI1	VG	VG	GIA	24795.00
555	 1.50 	Ideal	D	SI1	VG	VG	GIA	12206.00
556	 1.01 	Very Good	F	SI1	G	VG	GIA	5107.00
557	 2.02 	Very Good	G	VS1	G	G	GIA	28469.00
558	 2.09 	Ideal	D	VS1	ID	ID	AGSL	40503.00
559	 2.02 	Ideal	I	VVS2	EX	EX	GIA	22984.00
560	 1.20 	Ideal	E	VS2	EX	VG	GIA	7966.00
561	 2.50 	Very Good	F	VS2	VG	G	GIA	40046.00
562	 1.51 	Ideal	E	VVS1	EX	VG	GIA	24608.00
563	 2.08 	Very Good	H	VS2	EX	VG	GIA	20379.00
564	 1.12 	Very Good	I	VS2	G	VG	GIA	4914.00
565	 1.54 	Ideal	I	VS2	VG	EX	GIA	9600.00
566	 1.04 	Ideal	G	VVS2	ID	ID	AGSL	8207.00
567	 1.00 	Fair	E	SI1	VG	G	GIA	4844.00
568	 1.01 	Ideal	G	VS2	EX	EX	GIA	6587.00
569	 1.08 	Signature-Ideal	H	SI1	ID	ID	AGSL	6426.00
570	 0.90 	Good	F	VVS2	EX	VG	GIA	5480.00
571	 1.50 	Very Good	E	VS2	VG	EX	GIA	14592.00
572	 1.06 	Very Good	H	SI1	G	VG	GIA	4878.00
573	 1.03 	Very Good	F	VS2	VG	VG	GIA	6809.00
574	 1.12 	Signature-Ideal	G	VS2	EX	EX	GIA	8189.00
575	 1.03 	Very Good	G	VS1	VG	VG	GIA	6487.00
576	 1.02 	Very Good	E	IF	VG	G	GIA	10029.00
577	 2.05 	Very Good	G	VS1	EX	EX	GIA	27181.00
578	 0.90 	Fair	H	VVS2	VG	G	GIA	4447.00
579	 0.91 	Very Good	H	SI1	VG	VG	GIA	3710.00
580	 0.79 	Very Good	D	SI1	G	VG	GIA	3432.00
581	 2.14 	Ideal	G	VVS1	EX	EX	GIA	33956.00
582	 2.11 	Ideal	F	VS2	EX	EX	GIA	31200.00
583	 1.01 	Very Good	F	SI1	EX	VG	GIA	5886.00
584	 1.50 	Very Good	H	VVS2	EX	EX	GIA	11052.00
585	 1.04 	Ideal	H	VVS2	EX	EX	GIA	6990.00
586	 2.02 	Good	F	VVS1	VG	VG	GIA	37083.00
587	 1.60 	Ideal	G	VVS2	VG	EX	GIA	16575.00
588	 1.05 	Ideal	G	VVS2	EX	EX	GIA	8436.00
589	 1.12 	Ideal	H	VS1	VG	EX	GIA	6309.00
590	 1.03 	Very Good	D	VS1	VG	VG	GIA	8437.00
591	 0.90 	Fair	D	SI1	EX	EX	GIA	4537.00
592	 2.02 	Very Good	E	VVS1	VG	VG	GIA	46666.00
593	 1.21 	Ideal	D	VVS2	VG	VG	GIA	14691.00
594	 1.06 	Ideal	F	VVS2	ID	ID	AGSL	9547.00
595	 1.09 	Very Good	D	SI1	VG	VG	GIA	6438.00
596	 0.90 	Good	I	VVS1	EX	EX	GIA	3972.00
597	 1.12 	Ideal	G	VS1	EX	EX	GIA	8394.00
598	 1.30 	Ideal	G	IF	VG	VG	GIA	12098.00
599	 2.03 	Very Good	I	SI1	EX	EX	GIA	16693.00
600	 1.01 	Very Good	H	VS2	VG	VG	GIA	5967.00
601	 2.02 	Good	F	VS1	VG	VG	GIA	25804.00
602	 0.93 	Very Good	G	SI1	VG	EX	GIA	4513.00
603	 1.27 	Ideal	I	VS2	EX	VG	GIA	6118.00
604	 1.06 	Ideal	D	VS2	EX	EX	GIA	8143.00
605	 1.10 	Very Good	H	VS2	VG	VG	GIA	5817.00
606	 1.72 	Very Good	F	VS2	VG	G	GIA	17578.00
607	 1.51 	Very Good	F	VVS2	VG	VG	GIA	16716.00
608	 0.76 	Ideal	I	VS2	EX	EX	GIA	3577.00
609	 1.02 	Ideal	H	VS2	EX	VG	GIA	5934.00
610	 1.50 	Very Good	I	VS2	VG	G	GIA	9250.00
611	 0.91 	Ideal	G	SI1	EX	EX	GIA	4922.00
612	 1.00 	Good	H	VS1	EX	G	GIA	5625.00
613	 0.77 	Ideal	H	VS2	EX	EX	GIA	3996.00
614	 1.21 	Ideal	F	VVS1	VG	VG	GIA	12230.00
615	 1.00 	Good	F	IF	G	G	GIA	8903.00
616	 1.26 	Good	E	VVS1	VG	VG	GIA	11452.00
617	 0.77 	Very Good	D	SI1	VG	EX	GIA	3166.00
618	 1.56 	Ideal	G	VS2	ID	ID	AGSL	13628.00
619	 1.62 	Ideal	G	VS2	ID	ID	AGSL	14777.00
620	 1.14 	Ideal	F	VVS2	VG	EX	GIA	10602.00
621	 2.15 	Ideal	G	VS2	EX	EX	GIA	28837.00
622	 1.00 	Very Good	F	VS1	EX	EX	GIA	7350.00
623	 1.20 	Very Good	H	VS2	VG	EX	GIA	6591.00
624	 0.90 	Very Good	H	VVS2	EX	VG	GIA	4637.00
625	 2.01 	Ideal	F	SI1	EX	EX	GIA	22373.00
626	 1.10 	Ideal	H	SI1	G	G	GIA	5370.00
627	 1.50 	Very Good	I	SI1	EX	VG	GIA	8695.00
628	 1.00 	Good	D	SI1	VG	G	GIA	5546.00
629	 1.02 	Very Good	F	VS2	VG	VG	GIA	6407.00
630	 1.52 	Good	G	VS1	VG	G	GIA	13155.00
631	 0.90 	Very Good	H	VS2	EX	VG	GIA	4588.00
632	 1.24 	Ideal	H	VS1	EX	EX	GIA	10006.00
633	 1.52 	Ideal	F	VVS2	EX	VG	GIA	17914.00
634	 1.07 	Signature-Ideal	G	VS1	ID	ID	AGSL	8456.00
635	 0.81 	Ideal	E	SI1	VG	G	GIA	3413.00
636	 2.03 	Ideal	H	VS1	EX	EX	GIA	26148.00
637	 2.62 	Ideal	I	VVS1	EX	EX	GIA	31254.00
638	 1.21 	Good	I	SI1	G	VG	GIA	5452.00
639	 2.03 	Very Good	F	IF	VG	VG	GIA	39605.00
640	 1.58 	Signature-Ideal	I	SI1	ID	ID	AGSL	11110.00
641	 1.06 	Ideal	D	VVS2	EX	EX	GIA	11837.00
642	 2.01 	Very Good	G	VVS2	EX	EX	GIA	27136.00
643	 0.90 	Very Good	D	VS1	VG	G	GIA	5331.00
644	 1.24 	Very Good	I	VS2	VG	VG	GIA	6134.00
645	 1.07 	Ideal	F	VS2	VG	VG	GIA	7441.00
646	 1.01 	Good	H	SI1	VG	VG	GIA	4553.00
647	 2.68 	Ideal	I	SI1	ID	ID	AGSL	23354.00
648	 1.01 	Ideal	D	VVS1	EX	EX	GIA	12065.00
649	 1.11 	Signature-Ideal	I	VS2	ID	ID	AGSL	6395.00
650	 1.05 	Signature-Ideal	I	VS2	EX	EX	GIA	5697.00
651	 1.28 	Very Good	G	VVS1	ID	ID	AGSL	11214.00
652	 1.01 	Ideal	F	VS2	ID	ID	AGSL	7014.00
653	 1.22 	Ideal	G	SI1	VG	VG	GIA	6867.00
654	 1.20 	Ideal	G	VS2	ID	ID	AGSL	8040.00
655	 1.11 	Ideal	I	SI1	VG	VG	GIA	4709.00
656	 0.76 	Very Good	E	VVS2	VG	VG	GIA	3891.00
657	 1.19 	Very Good	G	VS1	G	G	GIA	7989.00
658	 1.14 	Ideal	I	SI1	ID	ID	AGSL	5158.00
659	 0.82 	Good	G	SI1	EX	VG	AGSL	2840.00
660	 1.20 	Good	I	VS1	VG	VG	GIA	6192.00
661	 2.23 	Ideal	D	VS1	EX	EX	GIA	41823.00
662	 1.01 	Very Good	F	VS2	VG	G	GIA	6083.00
663	 1.40 	Ideal	G	VVS1	EX	EX	GIA	15134.00
664	 2.02 	Very Good	E	VS2	EX	G	GIA	28648.00
665	 1.19 	Very Good	E	SI1	VG	VG	GIA	5956.00
666	 2.02 	Ideal	H	SI1	VG	VG	GIA	17392.00
667	 1.16 	Very Good	G	VVS2	EX	VG	GIA	8361.00
668	 1.30 	Very Good	I	SI1	G	EX	GIA	6446.00
669	 0.81 	Ideal	G	VVS1	EX	EX	GIA	4493.00
670	 2.17 	Very Good	H	VS1	EX	EX	AGSL	24600.00
671	 1.51 	Very Good	H	VS1	VG	VG	GIA	12546.00
672	 1.53 	Signature-Ideal	H	SI1	EX	EX	GIA	12093.00
673	 1.07 	Ideal	F	SI1	EX	EX	GIA	7286.00
674	 2.01 	Very Good	F	VVS2	EX	ID	AGSL	33665.00
675	 1.15 	Ideal	H	SI1	VG	VG	GIA	5372.00
676	 2.08 	Very Good	I	VS1	VG	G	GIA	19781.00
677	 2.01 	Good	G	VS1	VG	G	GIA	25796.00
678	 1.35 	Ideal	H	VVS1	EX	EX	GIA	10639.00
679	 2.08 	Ideal	H	VS1	EX	EX	GIA	25210.00
680	 2.09 	Very Good	E	VVS2	VG	VG	GIA	38484.00
681	 1.14 	Ideal	F	VS1	EX	EX	GIA	9074.00
682	 0.91 	Very Good	H	VS1	VG	VG	GIA	4370.00
683	 1.50 	Fair	I	VS2	VG	G	GIA	8999.00
684	 0.81 	Very Good	G	VS1	VG	VG	GIA	3544.00
685	 2.00 	Good	E	SI1	VG	G	GIA	20000.00
686	 0.82 	Ideal	D	SI1	EX	EX	GIA	4113.00
687	 1.02 	Ideal	G	VVS2	VG	VG	GIA	8335.00
688	 1.03 	Ideal	E	VS1	EX	EX	GIA	8284.00
689	 1.29 	Very Good	G	VVS2	EX	VG	GIA	10565.00
690	 1.22 	Ideal	I	SI1	EX	EX	GIA	6398.00
691	 2.07 	Very Good	G	SI1	EX	EX	GIA	18945.00
692	 1.06 	Ideal	D	SI1	EX	VG	GIA	6062.00
693	 2.64 	Ideal	G	VS2	VG	EX	GIA	35856.00
694	 2.32 	Ideal	G	VS1	VG	EX	GIA	32502.00
695	 1.14 	Ideal	E	VS1	ID	ID	AGSL	9079.00
696	 1.50 	Very Good	H	SI1	EX	VG	GIA	9987.00
697	 0.78 	Ideal	I	VS2	VG	VG	GIA	2652.00
698	 0.90 	Fair	E	SI1	EX	VG	GIA	4220.00
699	 1.02 	Very Good	G	VVS2	EX	VG	GIA	7724.00
700	 1.04 	Ideal	F	SI1	G	G	GIA	5145.00
701	 1.01 	Ideal	F	SI1	VG	VG	GIA	5812.00
702	 1.50 	Very Good	H	VS1	EX	VG	GIA	12723.00
703	 0.91 	Ideal	F	VS2	VG	VG	GIA	5261.00
704	 0.91 	Very Good	D	SI1	VG	VG	GIA	4523.00
705	 1.03 	Ideal	G	VS1	ID	ID	AGSL	7119.00
706	 1.11 	Ideal	F	VS2	EX	EX	GIA	7473.00
707	 2.08 	Very Good	H	SI1	G	G	GIA	17469.00
708	 0.83 	Very Good	D	SI1	VG	VG	GIA	3515.00
709	 0.94 	Very Good	G	VS2	VG	G	AGSL	4488.00
710	 1.17 	Ideal	H	VS2	VG	EX	GIA	6324.00
711	 1.69 	Ideal	G	SI1	EX	EX	GIA	13534.00
712	 0.83 	Signature-Ideal	F	SI1	EX	EX	GIA	4009.00
713	 1.00 	Good	F	VVS1	G	G	GIA	8401.00
714	 0.76 	Very Good	D	VVS2	VG	VG	GIA	4125.00
715	 1.04 	Signature-Ideal	D	VS1	ID	ID	AGSL	10625.00
716	 1.21 	Very Good	I	VVS2	VG	VG	GIA	6679.00
717	 1.30 	Very Good	E	VVS2	EX	EX	GIA	13329.00
718	 1.61 	Good	F	SI1	VG	VG	GIA	11422.00
719	 2.02 	Good	H	VS2	EX	VG	GIA	19940.00
720	 1.01 	Very Good	G	VVS2	EX	EX	GIA	7439.00
721	 0.91 	Ideal	I	VS2	ID	ID	AGSL	4199.00
722	 2.00 	Good	H	VS2	VG	G	GIA	20688.00
723	 1.63 	Signature-Ideal	H	VS1	EX	EX	GIA	14261.00
724	 1.54 	Ideal	F	SI1	ID	ID	AGSL	12227.00
725	 1.01 	Ideal	F	SI1	EX	EX	GIA	5582.00
726	 0.75 	Very Good	E	VVS1	EX	VG	GIA	4889.00
727	 2.17 	Very Good	F	VS1	VG	VG	GIA	35522.00
728	 1.72 	Ideal	D	IF	EX	VG	GIA	38080.00
729	 1.03 	Ideal	E	SI1	EX	VG	GIA	5411.00
730	 2.28 	Ideal	F	VS2	EX	EX	GIA	35588.00
731	 1.08 	Ideal	G	VS2	G	G	GIA	6855.00
732	 1.41 	Very Good	F	VS2	VG	G	GIA	11298.00
733	 1.27 	Very Good	I	SI1	G	VG	GIA	5953.00
734	 1.21 	Very Good	I	SI1	EX	VG	GIA	5245.00
735	 1.03 	Good	D	SI1	G	VG	GIA	5526.00
736	 0.75 	Fair	G	VS2	VG	VG	GIA	2967.00
737	 1.04 	Ideal	G	VS2	EX	EX	GIA	6529.00
738	 0.77 	Very Good	H	SI1	VG	VG	GIA	2830.00
739	 1.14 	Ideal	F	VS2	ID	ID	AGSL	8017.00
740	 2.00 	Ideal	G	VS1	EX	EX	GIA	27835.00
741	 1.02 	Very Good	E	SI1	G	G	GIA	4813.00
742	 1.05 	Ideal	F	VS2	EX	EX	GIA	7639.00
743	 2.01 	Very Good	G	VS1	VG	VG	GIA	21524.00
744	 2.01 	Good	H	SI1	EX	VG	GIA	16737.00
745	 1.34 	Very Good	G	VS1	VG	VG	GIA	10197.00
746	 1.16 	Ideal	F	VS2	VG	VG	GIA	9432.00
747	 1.29 	Ideal	H	SI1	VG	EX	GIA	7513.00
748	 0.87 	Signature-Ideal	F	SI1	ID	ID	AGSL	4188.00
749	 1.23 	Ideal	I	SI1	ID	ID	AGSL	5840.00
750	 1.10 	Signature-Ideal	D	VS1	ID	ID	AGSL	11227.00
751	 2.01 	Ideal	G	VS2	EX	VG	GIA	26069.00
752	 1.05 	Very Good	H	VS2	VG	EX	GIA	5236.00
753	 0.90 	Ideal	H	VVS2	EX	VG	GIA	4770.00
754	 1.01 	Ideal	H	SI1	ID	ID	AGSL	5387.00
755	 2.46 	Very Good	I	SI1	EX	EX	AGSL	21865.00
756	 1.11 	Good	F	SI1	EX	VG	GIA	5602.00
757	 2.54 	Very Good	H	VS2	EX	EX	GIA	30286.00
758	 1.25 	Ideal	D	VS1	EX	VG	GIA	10441.00
759	 0.77 	Very Good	F	VS1	VG	G	GIA	3350.00
760	 1.61 	Ideal	I	VS2	EX	VG	GIA	11826.00
761	 1.21 	Very Good	H	VS1	EX	VG	GIA	7610.00
762	 0.80 	Ideal	I	VS1	VG	EX	GIA	2906.00
763	 0.91 	Very Good	D	VS2	G	EX	GIA	5034.00
764	 0.90 	Very Good	I	VS2	VG	G	GIA	3443.00
765	 1.04 	Very Good	H	SI1	VG	G	GIA	4791.00
766	 2.03 	Good	I	SI1	G	G	GIA	15339.00
767	 1.00 	Very Good	F	VVS2	EX	VG	GIA	8555.00
768	 1.51 	Good	I	VS1	EX	VG	GIA	8975.00
769	 1.04 	Very Good	F	IF	EX	G	GIA	10161.00
770	 1.15 	Very Good	F	SI1	ID	EX	AGSL	6110.00
771	 1.03 	Very Good	G	IF	EX	VG	GIA	8601.00
772	 0.90 	Very Good	I	SI1	VG	VG	GIA	3327.00
773	 1.00 	Ideal	F	SI1	EX	EX	GIA	5170.00
774	 1.06 	Ideal	E	VS2	VG	VG	GIA	7275.00
775	 0.92 	Ideal	I	SI1	VG	VG	GIA	3580.00
776	 1.00 	Good	F	VVS2	EX	VG	GIA	6937.00
777	 1.57 	Ideal	I	VS1	VG	EX	GIA	10209.00
778	 2.36 	Ideal	I	VS1	VG	VG	GIA	22441.00
779	 1.25 	Ideal	I	SI1	VG	VG	GIA	6206.00
780	 1.18 	Ideal	F	VVS2	VG	VG	GIA	11573.00
781	 1.59 	Ideal	H	SI1	VG	G	GIA	10832.00
782	 1.20 	Very Good	G	SI1	VG	EX	GIA	6287.00
783	 1.58 	Ideal	G	SI1	ID	ID	AGSL	12975.00
784	 1.52 	Good	D	SI1	VG	G	GIA	11731.00
785	 1.06 	Ideal	G	VVS2	VG	EX	GIA	8323.00
786	 2.02 	Ideal	D	IF	VG	VG	GIA	59282.00
787	 0.97 	Very Good	D	SI1	EX	G	GIA	5136.00
788	 1.51 	Ideal	F	VS2	EX	EX	GIA	16337.00
789	 0.76 	Very Good	E	SI1	EX	VG	GIA	2668.00
790	 1.01 	Very Good	F	VS1	EX	EX	GIA	7698.00
791	 0.75 	Ideal	G	VVS2	ID	ID	AGSL	3525.00
792	 0.91 	Very Good	E	SI1	VG	EX	GIA	4188.00
793	 1.63 	Signature-Ideal	H	SI1	ID	ID	AGSL	12910.00
794	 1.01 	Very Good	F	SI1	EX	EX	GIA	5220.00
795	 1.65 	Ideal	G	VS1	ID	ID	AGSL	15422.00
796	 2.27 	Ideal	H	VS1	EX	EX	GIA	26443.00
797	 2.31 	Ideal	I	VS2	ID	ID	AGSL	19872.00
798	 0.90 	Very Good	H	VS1	G	G	GIA	4063.00
799	 2.55 	Ideal	I	SI1	EX	EX	GIA	23255.00
800	 1.40 	Very Good	D	IF	VG	G	GIA	25266.00
801	 0.89 	Very Good	G	IF	VG	EX	GIA	5085.00
802	 2.01 	Ideal	G	SI1	EX	EX	GIA	21064.00
803	 1.55 	Ideal	F	SI1	VG	VG	GIA	12575.00
804	 1.20 	Very Good	G	VS1	VG	G	GIA	8812.00
805	 0.92 	Very Good	D	VS1	VG	VG	GIA	5330.00
806	 1.13 	Very Good	G	VS2	VG	VG	GIA	6812.00
807	 1.00 	Ideal	D	SI1	VG	VG	GIA	5639.00
808	 2.08 	Ideal	G	VS1	EX	EX	GIA	28990.00
809	 1.02 	Very Good	I	SI1	VG	VG	GIA	4102.00
810	 1.07 	Signature-Ideal	G	VS2	ID	ID	AGSL	7577.00
811	 2.62 	Ideal	D	VVS1	EX	EX	GIA	75630.00
812	 1.01 	Very Good	D	VS2	EX	EX	GIA	7278.00
813	 1.00 	Very Good	E	VS2	G	G	GIA	5978.00
814	 2.04 	Very Good	G	VS2	VG	VG	GIA	24886.00
815	 1.00 	Fair	E	SI1	VG	G	GIA	4798.00
816	 1.02 	Very Good	H	VS2	EX	VG	GIA	5571.00
817	 1.32 	Ideal	I	VS1	VG	EX	GIA	7095.00
818	 0.90 	Very Good	H	SI1	G	VG	GIA	3748.00
819	 0.94 	Very Good	G	VVS1	VG	VG	GIA	6088.00
820	 1.23 	Very Good	F	IF	EX	EX	GIA	14521.00
821	 1.18 	Very Good	G	VS1	G	VG	GIA	7666.00
822	 1.01 	Good	E	SI1	EX	G	GIA	4608.00
